adata_index_name,scarf_cluster_result,new_column
D31-7_79,-1,D31-7_79
D31-7_92,-1,D31-7_92
D31-8_10,5,D31-8_10
D31-8_15,5,D31-8_15
D31-8_16,5,D31-8_16
D31-8_25,5,D31-8_25
D31-8_26,5,D31-8_26
D31-8_36,5,D31-8_36
D31-8_67,5,D31-8_67
D31-8_70,-1,D31-8_70
D31-8_87,-1,D31-8_87
10th_C58_S111,-1,10th_C58_S111
10th_C6_S88,-1,10th_C6_S88
10th_C78_S114,-1,10th_C78_S114
10th_C8_S52,-1,10th_C8_S52
11th-C10_S63,-1,11th-C10_S63
11th-C39_S21,-1,11th-C39_S21
3rd-C40_S57,-1,3rd-C40_S57
3rd-C44_S32,-1,3rd-C44_S32
3rd-C47_S35,-1,3rd-C47_S35
3rd-C53_S67,-1,3rd-C53_S67
5th-C9_S92,-1,5th-C9_S92
7th-C24_S40,-1,7th-C24_S40
7th-C82_S64,-1,7th-C82_S64
8th-C69_S119,-1,8th-C69_S119
8th-C91_S158,-1,8th-C91_S158
8th-C92_S157,-1,8th-C92_S157
9th-C66_S33,-1,9th-C66_S33
9th-C79_S57,-1,9th-C79_S57
AZ_A2,-1,AZ_A2
AZ_H5,-1,AZ_H5
AZ_G5,-1,AZ_G5
AZ_D8,-1,AZ_D8
AZ_D12,-1,AZ_D12
HP1502401_H13,-1,HP1502401_H13
HP1502401_L14,-1,HP1502401_L14
HP1502401_K14,-1,HP1502401_K14
HP1502401_F17,-1,HP1502401_F17
HP1502401_E5,-1,HP1502401_E5
HP1502401_E7,-1,HP1502401_E7
HP1502401_B18,-1,HP1502401_B18
HP1502401_K24,-1,HP1502401_K24
HP1502401_K23,-1,HP1502401_K23
HP1502401_F18,-1,HP1502401_F18
HP1502401_G11,-1,HP1502401_G11
HP1502401_G12,-1,HP1502401_G12
HP1502401_N23,-1,HP1502401_N23
HP1502401_B15,-1,HP1502401_B15
HP1502401_N11,-1,HP1502401_N11
HP1502401_N9,-1,HP1502401_N9
HP1502401_F15,-1,HP1502401_F15
HP1502401_B11,-1,HP1502401_B11
HP1502401_I8,-1,HP1502401_I8
HP1504101T2D_B4,-1,HP1504101T2D_B4
HP1504101T2D_B10,-1,HP1504101T2D_B10
HP1504101T2D_G16,-1,HP1504101T2D_G16
HP1504101T2D_A15,-1,HP1504101T2D_A15
HP1504101T2D_K2,-1,HP1504101T2D_K2
HP1504101T2D_B22,-1,HP1504101T2D_B22
HP1504101T2D_G4,-1,HP1504101T2D_G4
HP1504101T2D_L13,-1,HP1504101T2D_L13
HP1504101T2D_B24,-1,HP1504101T2D_B24
HP1504101T2D_H14,-1,HP1504101T2D_H14
HP1504101T2D_A20,-1,HP1504101T2D_A20
HP1504101T2D_I7,-1,HP1504101T2D_I7
HP1504101T2D_E11,-1,HP1504101T2D_E11
HP1504101T2D_E18,-1,HP1504101T2D_E18
HP1504101T2D_L15,-1,HP1504101T2D_L15
HP1504101T2D_D17,-1,HP1504101T2D_D17
HP1504101T2D_A4,-1,HP1504101T2D_A4
HP1504101T2D_P9,-1,HP1504101T2D_P9
HP1504101T2D_F11,-1,HP1504101T2D_F11
HP1504101T2D_O4,-1,HP1504101T2D_O4
HP1504101T2D_E4,-1,HP1504101T2D_E4
HP1504101T2D_I16,-1,HP1504101T2D_I16
HP1504101T2D_D1,-1,HP1504101T2D_D1
HP1504101T2D_D18,-1,HP1504101T2D_D18
HP1504101T2D_F2,-1,HP1504101T2D_F2
HP1504101T2D_I15,-1,HP1504101T2D_I15
HP1504101T2D_I10,-1,HP1504101T2D_I10
HP1504101T2D_E14,-1,HP1504101T2D_E14
HP1504101T2D_P24,-1,HP1504101T2D_P24
HP1504101T2D_E9,-1,HP1504101T2D_E9
HP1504101T2D_B17,-1,HP1504101T2D_B17
HP1504101T2D_N20,-1,HP1504101T2D_N20
HP1504101T2D_C12,-1,HP1504101T2D_C12
HP1504101T2D_I19,-1,HP1504101T2D_I19
HP1504101T2D_M1,-1,HP1504101T2D_M1
HP1504101T2D_A13,-1,HP1504101T2D_A13
HP1504101T2D_D21,-1,HP1504101T2D_D21
HP1504101T2D_B18,-1,HP1504101T2D_B18
HP1504101T2D_A17,-1,HP1504101T2D_A17
HP1504101T2D_E7,-1,HP1504101T2D_E7
HP1504101T2D_G3,-1,HP1504101T2D_G3
HP1504101T2D_C21,-1,HP1504101T2D_C21
HP1504101T2D_K8,-1,HP1504101T2D_K8
HP1504101T2D_D24,-1,HP1504101T2D_D24
HP1504101T2D_F14,-1,HP1504101T2D_F14
HP1504101T2D_B5,-1,HP1504101T2D_B5
HP1504101T2D_L24,-1,HP1504101T2D_L24
HP1504101T2D_B12,-1,HP1504101T2D_B12
HP1504101T2D_E8,-1,HP1504101T2D_E8
HP1504101T2D_L1,-1,HP1504101T2D_L1
HP1504101T2D_J3,-1,HP1504101T2D_J3
HP1504101T2D_G21,-1,HP1504101T2D_G21
HP1504101T2D_D15,-1,HP1504101T2D_D15
HP1504101T2D_D23,-1,HP1504101T2D_D23
HP1504101T2D_H1,-1,HP1504101T2D_H1
HP1504101T2D_D12,-1,HP1504101T2D_D12
HP1504101T2D_F13,-1,HP1504101T2D_F13
HP1504101T2D_J9,-1,HP1504101T2D_J9
HP1504101T2D_H24,-1,HP1504101T2D_H24
HP1504101T2D_E20,-1,HP1504101T2D_E20
HP1504101T2D_P12,-1,HP1504101T2D_P12
HP1504101T2D_J22,-1,HP1504101T2D_J22
HP1504101T2D_O11,-1,HP1504101T2D_O11
HP1504101T2D_J5,-1,HP1504101T2D_J5
HP1504101T2D_G8,-1,HP1504101T2D_G8
HP1504101T2D_D11,-1,HP1504101T2D_D11
HP1504101T2D_O23,-1,HP1504101T2D_O23
HP1504101T2D_F20,-1,HP1504101T2D_F20
HP1504101T2D_M3,-1,HP1504101T2D_M3
HP1504101T2D_N16,-1,HP1504101T2D_N16
HP1504101T2D_A18,-1,HP1504101T2D_A18
HP1504101T2D_F16,-1,HP1504101T2D_F16
HP1504901_L12,-1,HP1504901_L12
HP1504901_N9,-1,HP1504901_N9
HP1504901_F15,-1,HP1504901_F15
HP1504901_G20,-1,HP1504901_G20
HP1504901_H19,-1,HP1504901_H19
HP1504901_B8,-1,HP1504901_B8
HP1504901_O1,-1,HP1504901_O1
HP1504901_F18,-1,HP1504901_F18
HP1504901_H14,-1,HP1504901_H14
HP1504901_F1,-1,HP1504901_F1
HP1504901_B20,-1,HP1504901_B20
HP1504901_O21,-1,HP1504901_O21
HP1504901_A5,-1,HP1504901_A5
HP1504901_L18,-1,HP1504901_L18
HP1504901_D9,-1,HP1504901_D9
HP1504901_K14,-1,HP1504901_K14
HP1504901_N15,-1,HP1504901_N15
HP1504901_B23,-1,HP1504901_B23
HP1504901_O5,-1,HP1504901_O5
HP1504901_J9,-1,HP1504901_J9
HP1504901_M4,-1,HP1504901_M4
HP1504901_B6,-1,HP1504901_B6
HP1504901_E23,-1,HP1504901_E23
HP1504901_O24,-1,HP1504901_O24
HP1504901_L3,-1,HP1504901_L3
HP1504901_I18,-1,HP1504901_I18
HP1504901_D24,-1,HP1504901_D24
HP1504901_I22,-1,HP1504901_I22
HP1504901_C14,-1,HP1504901_C14
HP1504901_C23,-1,HP1504901_C23
HP1504901_L9,-1,HP1504901_L9
HP1504901_N23,-1,HP1504901_N23
HP1506401_I2,-1,HP1506401_I2
HP1506401_I1,-1,HP1506401_I1
HP1506401_E3,-1,HP1506401_E3
HP1506401_B22,-1,HP1506401_B22
HP1506401_N7,12,HP1506401_N7
HP1506401_I14,-1,HP1506401_I14
HP1506401_G8,-1,HP1506401_G8
HP1506401_H12,-1,HP1506401_H12
HP1506401_E12,-1,HP1506401_E12
HP1506401_B4,-1,HP1506401_B4
HP1506401_K23,-1,HP1506401_K23
HP1506401_I17,-1,HP1506401_I17
HP1506401_H11,-1,HP1506401_H11
HP1506401_F14,-1,HP1506401_F14
HP1506401_K22,-1,HP1506401_K22
HP1506401_O6,-1,HP1506401_O6
HP1506401_D9,-1,HP1506401_D9
HP1506401_L17,-1,HP1506401_L17
HP1506401_M6,-1,HP1506401_M6
HP1506401_B3,-1,HP1506401_B3
HP1506401_M24,-1,HP1506401_M24
HP1506401_H19,-1,HP1506401_H19
HP1507101_J9,-1,HP1507101_J9
HP1507101_D19,-1,HP1507101_D19
HP1507101_M22,-1,HP1507101_M22
HP1507101_B20,-1,HP1507101_B20
HP1507101_F9,-1,HP1507101_F9
HP1508501T2D_A19,-1,HP1508501T2D_A19
HP1508501T2D_K16,-1,HP1508501T2D_K16
HP1508501T2D_H18,-1,HP1508501T2D_H18
HP1508501T2D_J17,-1,HP1508501T2D_J17
HP1508501T2D_B10,-1,HP1508501T2D_B10
HP1508501T2D_N18,-1,HP1508501T2D_N18
HP1508501T2D_F11,-1,HP1508501T2D_F11
HP1508501T2D_G22,-1,HP1508501T2D_G22
HP1508501T2D_P4,-1,HP1508501T2D_P4
HP1509101_F21,-1,HP1509101_F21
HP1509101_O8,-1,HP1509101_O8
HP1509101_G8,12,HP1509101_G8
HP1509101_K8,12,HP1509101_K8
HP1525301T2D_E19,-1,HP1525301T2D_E19
HP1525301T2D_B5,-1,HP1525301T2D_B5
HP1525301T2D_E3,-1,HP1525301T2D_E3
HP1525301T2D_G23,-1,HP1525301T2D_G23
HP1525301T2D_J18,-1,HP1525301T2D_J18
HP1525301T2D_B8,-1,HP1525301T2D_B8
HP1525301T2D_A16,-1,HP1525301T2D_A16
HP1525301T2D_D12,-1,HP1525301T2D_D12
HP1525301T2D_N21,-1,HP1525301T2D_N21
HP1525301T2D_O11,-1,HP1525301T2D_O11
HP1526901T2D_K12,-1,HP1526901T2D_K12
HP1526901T2D_A20,-1,HP1526901T2D_A20
HP1526901T2D_C13,-1,HP1526901T2D_C13
HP1526901T2D_C19,-1,HP1526901T2D_C19
HP1526901T2D_H23,-1,HP1526901T2D_H23
HP1526901T2D_K11,-1,HP1526901T2D_K11
HP1526901T2D_L14,-1,HP1526901T2D_L14
HP1526901T2D_L7,-1,HP1526901T2D_L7
HP1526901T2D_G1,-1,HP1526901T2D_G1
HP1526901T2D_N18,-1,HP1526901T2D_N18
HP1526901T2D_H16,-1,HP1526901T2D_H16
HP1526901T2D_K21,-1,HP1526901T2D_K21
HP1526901T2D_P23,-1,HP1526901T2D_P23
HP1526901T2D_N20,-1,HP1526901T2D_N20
HP1526901T2D_I24,-1,HP1526901T2D_I24
HP1526901T2D_A15,-1,HP1526901T2D_A15
HP1526901T2D_D10,-1,HP1526901T2D_D10
HP1526901T2D_O3,-1,HP1526901T2D_O3
HP1526901T2D_E4,-1,HP1526901T2D_E4
HP1526901T2D_F12,-1,HP1526901T2D_F12
HP1526901T2D_O10,-1,HP1526901T2D_O10
HP1526901T2D_E10,-1,HP1526901T2D_E10
HP1526901T2D_L12,-1,HP1526901T2D_L12
HP1526901T2D_M22,-1,HP1526901T2D_M22
HP1526901T2D_F20,-1,HP1526901T2D_F20
HP1526901T2D_G19,-1,HP1526901T2D_G19
HP1526901T2D_D14,-1,HP1526901T2D_D14
HP1526901T2D_E5,-1,HP1526901T2D_E5
HP1526901T2D_G9,-1,HP1526901T2D_G9
HP1526901T2D_B13,-1,HP1526901T2D_B13
HP1526901T2D_H3,-1,HP1526901T2D_H3
HP1526901T2D_J17,-1,HP1526901T2D_J17
HP1526901T2D_N19,-1,HP1526901T2D_N19
HP1526901T2D_M3,-1,HP1526901T2D_M3
HP1526901T2D_F7,-1,HP1526901T2D_F7
D101_7,-1,D101_7
D101_50,-1,D101_50
D101_51,-1,D101_51
D101_52,-1,D101_52
D101_74,-1,D101_74
D101_82,-1,D101_82
D102_26,4,D102_26
D102_51,-1,D102_51
D102_54,-1,D102_54
D102_69,-1,D102_69
D102_71,-1,D102_71
D102_76,-1,D102_76
D102_91,4,D102_91
D10631_15,4,D10631_15
D10631_17,4,D10631_17
D10631_38,4,D10631_38
D10631_48,4,D10631_48
D10631_50,2,D10631_50
D10631_53,-1,D10631_53
D10631_54,4,D10631_54
D10631_57,4,D10631_57
D10631_66,4,D10631_66
D10631_67,4,D10631_67
D10631_69,-1,D10631_69
D10631_91,-1,D10631_91
D10631_95,-1,D10631_95
D10631_96,-1,D10631_96
D1713_8,4,D1713_8
D1713_15,4,D1713_15
D1713_16,-1,D1713_16
D1713_27,-1,D1713_27
D1713_29,-1,D1713_29
D1713_33,4,D1713_33
D1713_42,-1,D1713_42
D1713_50,4,D1713_50
D1713_58,-1,D1713_58
D1713_61,-1,D1713_61
D1713_63,-1,D1713_63
D1713_67,4,D1713_67
D1713_68,-1,D1713_68
D1713_69,-1,D1713_69
D1713_70,-1,D1713_70
D1713_71,-1,D1713_71
D1713_72,-1,D1713_72
D1713_80,4,D1713_80
D1713_89,-1,D1713_89
D1713_91,-1,D1713_91
D172444_19,4,D172444_19
D17All1_36,-1,D17All1_36
D17All1_50,4,D17All1_50
D17All1_52,-1,D17All1_52
D17All1_69,-1,D17All1_69
D17All1_92,-1,D17All1_92
D17All2_3,-1,D17All2_3
D17All2_79,-1,D17All2_79
D17TGFB_4,-1,D17TGFB_4
D17TGFB_6,-1,D17TGFB_6
D17TGFB_8,-1,D17TGFB_8
D17TGFB_9,-1,D17TGFB_9
D17TGFB_10,-1,D17TGFB_10
D17TGFB_12,4,D17TGFB_12
D17TGFB_14,-1,D17TGFB_14
D17TGFB_17,-1,D17TGFB_17
D17TGFB_21,-1,D17TGFB_21
D17TGFB_22,-1,D17TGFB_22
D17TGFB_23,-1,D17TGFB_23
D17TGFB_26,4,D17TGFB_26
D17TGFB_31,4,D17TGFB_31
D17TGFB_32,4,D17TGFB_32
D17TGFB_33,4,D17TGFB_33
D17TGFB_36,4,D17TGFB_36
D17TGFB_38,4,D17TGFB_38
D17TGFB_39,4,D17TGFB_39
D17TGFB_41,4,D17TGFB_41
D17TGFB_43,-1,D17TGFB_43
D17TGFB_44,4,D17TGFB_44
D17TGFB_45,4,D17TGFB_45
D17TGFB_47,-1,D17TGFB_47
D17TGFB_49,4,D17TGFB_49
D17TGFB_51,-1,D17TGFB_51
D17TGFB_54,-1,D17TGFB_54
D17TGFB_56,-1,D17TGFB_56
D17TGFB_57,4,D17TGFB_57
D17TGFB_58,-1,D17TGFB_58
D17TGFB_59,-1,D17TGFB_59
D17TGFB_61,-1,D17TGFB_61
D17TGFB_66,-1,D17TGFB_66
D17TGFB_67,4,D17TGFB_67
D17TGFB_71,-1,D17TGFB_71
D17TGFB_74,-1,D17TGFB_74
D17TGFB_76,-1,D17TGFB_76
D17TGFB_80,-1,D17TGFB_80
D17TGFB_85,-1,D17TGFB_85
D17TGFB_89,-1,D17TGFB_89
D17TGFB_92,-1,D17TGFB_92
D17TGFB_93,-1,D17TGFB_93
D2ex_1,4,D2ex_1
D2ex_2,4,D2ex_2
D2ex_3,4,D2ex_3
D2ex_10,4,D2ex_10
D2ex_13,4,D2ex_13
D2ex_15,4,D2ex_15
D2ex_16,4,D2ex_16
D2ex_18,4,D2ex_18
D2ex_21,4,D2ex_21
D2ex_24,4,D2ex_24
D2ex_26,4,D2ex_26
D2ex_28,4,D2ex_28
D2ex_34,-1,D2ex_34
D2ex_37,-1,D2ex_37
D2ex_40,4,D2ex_40
D2ex_41,4,D2ex_41
D2ex_42,8,D2ex_42
D2ex_44,4,D2ex_44
D2ex_46,-1,D2ex_46
D2ex_51,-1,D2ex_51
D2ex_59,4,D2ex_59
D2ex_61,-1,D2ex_61
D2ex_66,-1,D2ex_66
D2ex_69,-1,D2ex_69
D2ex_70,-1,D2ex_70
D2ex_76,-1,D2ex_76
D2ex_79,-1,D2ex_79
D2ex_86,4,D2ex_86
D2ex_92,4,D2ex_92
D3en1_1,4,D3en1_1
D3en1_5,4,D3en1_5
D3en1_10,4,D3en1_10
D3en1_11,4,D3en1_11
D3en1_13,4,D3en1_13
D3en1_26,4,D3en1_26
D3en1_37,4,D3en1_37
D3en1_41,4,D3en1_41
D3en1_45,-1,D3en1_45
D3en1_48,-1,D3en1_48
D3en1_49,4,D3en1_49
D3en1_56,-1,D3en1_56
D3en1_68,4,D3en1_68
D3en1_73,4,D3en1_73
D3en1_84,4,D3en1_84
D3en2_5,4,D3en2_5
D3en2_6,4,D3en2_6
D3en2_16,4,D3en2_16
D3en2_21,4,D3en2_21
D3en2_23,-1,D3en2_23
D3en2_25,4,D3en2_25
D3en2_26,4,D3en2_26
D3en2_27,4,D3en2_27
D3en2_31,4,D3en2_31
D3en2_32,4,D3en2_32
D3en2_33,4,D3en2_33
D3en2_37,4,D3en2_37
D3en2_39,4,D3en2_39
D3en2_42,4,D3en2_42
D3en2_45,4,D3en2_45
D3en2_48,4,D3en2_48
D3en2_57,4,D3en2_57
D3en2_66,4,D3en2_66
D3en2_72,4,D3en2_72
D3en2_74,4,D3en2_74
D3en2_90,4,D3en2_90
D3en3_2,4,D3en3_2
D3en3_9,4,D3en3_9
D3en3_39,4,D3en3_39
D3en3_46,4,D3en3_46
D3en3_50,4,D3en3_50
D3en3_64,4,D3en3_64
D3en3_68,4,D3en3_68
D3en3_72,4,D3en3_72
D3en3_89,4,D3en3_89
D3en4_7,-1,D3en4_7
D3en4_8,4,D3en4_8
D3en4_9,-1,D3en4_9
D3en4_12,4,D3en4_12
D3en4_14,4,D3en4_14
D3en4_20,4,D3en4_20
D3en4_25,-1,D3en4_25
D3en4_26,-1,D3en4_26
D3en4_30,-1,D3en4_30
D3en4_31,4,D3en4_31
D3en4_32,4,D3en4_32
D3en4_35,4,D3en4_35
D3en4_39,-1,D3en4_39
D3en4_42,4,D3en4_42
D3en4_46,-1,D3en4_46
D3en4_48,-1,D3en4_48
D3en4_54,4,D3en4_54
D3en4_60,-1,D3en4_60
D3en4_68,-1,D3en4_68
D3en4_69,-1,D3en4_69
D3en4_72,4,D3en4_72
D3en4_83,4,D3en4_83
D3en4_87,-1,D3en4_87
D3en4_92,-1,D3en4_92
D3ex_5,4,D3ex_5
D3ex_6,4,D3ex_6
D3ex_36,4,D3ex_36
D3ex_68,4,D3ex_68
D3ex_71,-1,D3ex_71
D3ex_74,4,D3ex_74
D3ex_76,4,D3ex_76
D3ex_83,4,D3ex_83
D71_2,4,D71_2
D71_5,4,D71_5
D71_10,4,D71_10
D71_16,4,D71_16
D71_34,4,D71_34
D71_39,-1,D71_39
D71_78,-1,D71_78
D71_92,-1,D71_92
D72_1,4,D72_1
D72_18,4,D72_18
D72_22,4,D72_22
D72_33,4,D72_33
D72_40,4,D72_40
D72_95,4,D72_95
D73_35,9,D73_35
D73_37,-1,D73_37
D73_43,-1,D73_43
D73_48,-1,D73_48
D73_52,4,D73_52
D73_68,4,D73_68
D73_83,4,D73_83
D74_14,-1,D74_14
D74_62,-1,D74_62
D74_76,-1,D74_76
D74_81,-1,D74_81
D74_90,-1,D74_90
D28-1_37,-1,D28-1_37
D28-1_38,-1,D28-1_38
D28-1_50,-1,D28-1_50
D28-1_55,-1,D28-1_55
D28-1_62,-1,D28-1_62
D28-1_67,-1,D28-1_67
D28-1_68,-1,D28-1_68
D28-1_86,-1,D28-1_86
D28-1_87,-1,D28-1_87
D28-2_1,-1,D28-2_1
D28-2_4,-1,D28-2_4
D28-2_15,-1,D28-2_15
D28-2_18,-1,D28-2_18
D28-2_39,-1,D28-2_39
D28-2_42,-1,D28-2_42
D28-2_49,-1,D28-2_49
D28-2_53,-1,D28-2_53
D28-2_61,-1,D28-2_61
D28-2_74,-1,D28-2_74
D28-2_75,-1,D28-2_75
D28-2_78,-1,D28-2_78
D28-2_86,-1,D28-2_86
D28-2_87,-1,D28-2_87
D28-2_89,-1,D28-2_89
D28-3_4,-1,D28-3_4
D28-3_25,-1,D28-3_25
D28-3_26,-1,D28-3_26
D28-3_28,-1,D28-3_28
D28-3_31,-1,D28-3_31
D28-3_44,-1,D28-3_44
D28-3_51,-1,D28-3_51
D28-3_52,-1,D28-3_52
D28-3_62,-1,D28-3_62
D28-3_65,-1,D28-3_65
D28-3_75,-1,D28-3_75
D28-3_77,-1,D28-3_77
D28-3_85,-1,D28-3_85
D28-3_90,-1,D28-3_90
D28-3_91,-1,D28-3_91
D28-4_4,-1,D28-4_4
D28-4_17,-1,D28-4_17
D28-4_28,-1,D28-4_28
D28-4_40,-1,D28-4_40
D28-4_49,-1,D28-4_49
D28-4_51,-1,D28-4_51
D28-4_53,9,D28-4_53
D28-4_54,-1,D28-4_54
D28-4_61,-1,D28-4_61
D28-4_63,-1,D28-4_63
D28-4_67,-1,D28-4_67
D28-4_75,-1,D28-4_75
D28-4_85,-1,D28-4_85
D28-4_86,-1,D28-4_86
D28-4_89,-1,D28-4_89
D28-5_3,-1,D28-5_3
D28-5_17,-1,D28-5_17
D28-5_27,-1,D28-5_27
D28-5_29,-1,D28-5_29
D28-5_31,-1,D28-5_31
D28-5_37,-1,D28-5_37
D28-5_38,-1,D28-5_38
D28-5_42,-1,D28-5_42
D28-5_54,-1,D28-5_54
D28-5_62,-1,D28-5_62
D28-5_63,-1,D28-5_63
D28-5_77,-1,D28-5_77
D28-5_78,-1,D28-5_78
D28-6_2,-1,D28-6_2
D28-6_4,-1,D28-6_4
D28-6_14,-1,D28-6_14
D28-6_19,-1,D28-6_19
D28-6_38,-1,D28-6_38
D28-6_41,-1,D28-6_41
D28-6_42,-1,D28-6_42
D28-6_50,-1,D28-6_50
D28-6_51,-1,D28-6_51
D28-6_61,-1,D28-6_61
D28-6_62,-1,D28-6_62
D28-6_63,-1,D28-6_63
D28-6_66,-1,D28-6_66
D28-6_73,-1,D28-6_73
D28-6_74,-1,D28-6_74
D28-6_76,-1,D28-6_76
D28-6_89,-1,D28-6_89
D28-7_1,-1,D28-7_1
D28-7_37,-1,D28-7_37
D28-7_39,-1,D28-7_39
D28-7_41,-1,D28-7_41
D28-7_51,-1,D28-7_51
D28-7_52,-1,D28-7_52
D28-7_62,-1,D28-7_62
D28-7_64,-1,D28-7_64
D28-7_75,-1,D28-7_75
D28-7_78,-1,D28-7_78
D28-8_6,-1,D28-8_6
D28-8_39,-1,D28-8_39
D28-8_49,-1,D28-8_49
D28-8_53,-1,D28-8_53
D28-8_63,-1,D28-8_63
D28-8_75,-1,D28-8_75
D28-8_77,-1,D28-8_77
D29-1_68,-1,D29-1_68
D29-5_73,9,D29-5_73
D29-5_78,-1,D29-5_78
D29-7_5,9,D29-7_5
D29-7_49,-1,D29-7_49
D30-1_1,-1,D30-1_1
D30-1_19,-1,D30-1_19
D30-1_29,-1,D30-1_29
D30-1_30,-1,D30-1_30
D30-1_36,9,D30-1_36
D30-1_55,9,D30-1_55
D30-1_61,-1,D30-1_61
D30-1_63,-1,D30-1_63
D30-1_72,-1,D30-1_72
D30-1_91,-1,D30-1_91
D30-2_1,-1,D30-2_1
D30-2_11,-1,D30-2_11
D30-2_17,-1,D30-2_17
D30-2_27,-1,D30-2_27
D30-2_41,-1,D30-2_41
D30-2_42,-1,D30-2_42
D30-2_43,-1,D30-2_43
D30-2_45,-1,D30-2_45
D30-2_51,-1,D30-2_51
D30-2_53,-1,D30-2_53
D30-2_56,-1,D30-2_56
D30-2_76,-1,D30-2_76
D30-3_2,-1,D30-3_2
D30-3_45,-1,D30-3_45
D30-3_63,-1,D30-3_63
D30-3_91,-1,D30-3_91
D30-4_18,-1,D30-4_18
D30-4_23,-1,D30-4_23
D30-4_62,-1,D30-4_62
D30-4_81,-1,D30-4_81
D30-4_82,-1,D30-4_82
D30-5_36,-1,D30-5_36
D30-5_45,-1,D30-5_45
D30-5_79,-1,D30-5_79
D30-5_89,-1,D30-5_89
D30-6_5,-1,D30-6_5
D30-6_37,-1,D30-6_37
D30-6_40,-1,D30-6_40
D30-6_44,-1,D30-6_44
D30-6_80,-1,D30-6_80
D30-7_1,-1,D30-7_1
D30-7_11,-1,D30-7_11
D30-7_20,-1,D30-7_20
D30-7_24,-1,D30-7_24
D30-7_28,-1,D30-7_28
D30-7_39,-1,D30-7_39
D30-7_91,-1,D30-7_91
