adata_index_name,scarf_cluster_result,new_column
463,2,463
464,2,464
465,2,465
466,2,466
467,2,467
468,2,468
469,2,469
470,2,470
471,2,471
472,2,472
473,2,473
474,2,474
475,2,475
476,2,476
477,2,477
478,2,478
479,2,479
480,2,480
481,2,481
482,2,482
483,2,483
484,2,484
485,2,485
486,2,486
487,2,487
488,2,488
489,2,489
490,2,490
491,2,491
492,2,492
493,2,493
494,2,494
495,2,495
496,2,496
497,2,497
498,2,498
499,-1,499
500,2,500
501,2,501
502,2,502
503,2,503
504,2,504
505,2,505
506,2,506
507,2,507
508,2,508
509,2,509
510,2,510
511,-1,511
512,2,512
513,2,513
514,2,514
515,2,515
516,2,516
517,2,517
518,2,518
519,2,519
520,2,520
521,2,521
522,2,522
523,2,523
524,2,524
525,2,525
526,2,526
527,2,527
528,2,528
529,2,529
530,2,530
531,2,531
532,2,532
533,2,533
534,2,534
535,2,535
536,2,536
537,2,537
538,2,538
539,2,539
540,2,540
541,2,541
542,2,542
543,2,543
544,-1,544
545,2,545
546,2,546
547,2,547
548,2,548
549,-1,549
550,2,550
551,2,551
552,2,552
553,2,553
554,2,554
555,2,555
556,-1,556
557,2,557
558,2,558
559,2,559
560,2,560
561,2,561
562,2,562
563,4,563
564,4,564
565,4,565
566,4,566
567,4,567
568,4,568
569,4,569
570,4,570
571,4,571
572,4,572
573,4,573
574,4,574
575,4,575
576,4,576
577,4,577
578,4,578
579,4,579
580,4,580
581,4,581
582,4,582
583,4,583
584,4,584
585,4,585
586,4,586
587,4,587
588,4,588
589,4,589
590,4,590
591,4,591
592,4,592
593,4,593
594,4,594
595,4,595
596,4,596
597,4,597
598,4,598
599,4,599
600,4,600
601,4,601
602,4,602
603,4,603
604,4,604
605,4,605
606,4,606
607,4,607
608,4,608
609,4,609
610,4,610
611,4,611
612,4,612
613,4,613
614,4,614
615,4,615
616,4,616
617,4,617
618,4,618
619,4,619
620,4,620
621,4,621
622,4,622
623,4,623
624,4,624
625,4,625
626,4,626
627,4,627
628,4,628
629,4,629
630,4,630
631,4,631
632,4,632
633,4,633
634,4,634
635,4,635
636,4,636
637,4,637
638,4,638
639,4,639
640,4,640
641,4,641
642,4,642
643,4,643
644,4,644
645,4,645
646,4,646
647,4,647
648,4,648
649,4,649
650,4,650
651,4,651
652,4,652
653,4,653
654,4,654
655,4,655
656,4,656
657,4,657
658,4,658
659,4,659
660,4,660
661,4,661
662,4,662
663,4,663
664,4,664
665,4,665
666,4,666
667,2,667
668,4,668
669,4,669
670,4,670
671,4,671
672,4,672
673,4,673
674,4,674
675,4,675
676,4,676
677,4,677
678,4,678
679,4,679
680,4,680
681,4,681
682,4,682
683,4,683
684,4,684
685,4,685
686,4,686
687,4,687
688,4,688
689,4,689
690,4,690
691,4,691
692,4,692
693,4,693
694,4,694
695,4,695
696,4,696
697,4,697
698,4,698
699,6,699
700,6,700
701,6,701
702,6,702
703,6,703
704,6,704
705,6,705
706,6,706
707,6,707
708,6,708
709,6,709
710,6,710
711,6,711
712,6,712
713,6,713
714,6,714
715,6,715
716,6,716
717,6,717
718,6,718
719,6,719
720,6,720
721,6,721
722,6,722
723,6,723
724,6,724
725,6,725
726,6,726
727,6,727
728,6,728
729,6,729
730,6,730
731,6,731
732,6,732
733,6,733
734,6,734
735,6,735
736,6,736
737,6,737
738,6,738
739,6,739
740,6,740
741,6,741
742,6,742
743,6,743
744,6,744
745,6,745
746,6,746
747,6,747
748,6,748
749,6,749
750,-1,750
751,6,751
752,6,752
753,6,753
754,6,754
755,6,755
756,6,756
757,6,757
758,6,758
759,6,759
760,6,760
761,6,761
762,6,762
763,6,763
764,6,764
765,6,765
766,6,766
767,6,767
768,6,768
769,6,769
770,6,770
771,6,771
772,6,772
773,6,773
774,6,774
775,-1,775
776,-1,776
777,6,777
778,6,778
779,6,779
780,6,780
781,2,781
782,6,782
783,6,783
784,6,784
785,6,785
786,6,786
787,6,787
788,6,788
789,6,789
790,6,790
791,6,791
792,6,792
793,6,793
794,6,794
795,6,795
796,6,796
797,6,797
798,6,798
799,6,799
800,6,800
801,-1,801
802,6,802
803,6,803
804,6,804
805,6,805
806,2,806
807,2,807
808,2,808
809,2,809
810,2,810
811,2,811
812,2,812
813,2,813
814,2,814
815,2,815
816,2,816
817,2,817
818,2,818
819,2,819
820,2,820
821,2,821
822,2,822
823,2,823
824,2,824
825,2,825
826,2,826
827,2,827
828,2,828
829,2,829
830,2,830
831,2,831
832,2,832
833,2,833
834,2,834
835,2,835
836,2,836
837,2,837
838,2,838
839,2,839
840,2,840
841,2,841
842,2,842
843,2,843
844,2,844
845,2,845
846,2,846
847,2,847
848,2,848
849,2,849
850,2,850
851,2,851
852,2,852
853,2,853
854,2,854
855,2,855
856,2,856
857,2,857
858,2,858
859,2,859
860,2,860
861,2,861
862,2,862
863,-1,863
864,2,864
865,2,865
866,2,866
867,2,867
868,2,868
869,2,869
870,2,870
871,2,871
872,2,872
873,2,873
874,2,874
875,2,875
876,2,876
877,2,877
878,2,878
879,2,879
880,2,880
881,2,881
882,2,882
883,2,883
884,2,884
885,2,885
886,2,886
887,2,887
888,2,888
889,2,889
890,2,890
891,2,891
892,2,892
893,2,893
894,2,894
895,2,895
896,2,896
897,2,897
898,2,898
899,2,899
900,2,900
901,2,901
902,2,902
903,-1,903
904,2,904
905,2,905
906,2,906
907,2,907
908,2,908
909,2,909
910,2,910
911,2,911
912,2,912
913,2,913
914,-1,914
915,2,915
916,2,916
917,2,917
918,2,918
919,2,919
920,2,920
921,2,921
922,2,922
923,2,923
924,2,924
925,2,925
926,2,926
927,2,927
928,2,928
929,2,929
930,2,930
931,2,931
932,2,932
933,2,933
934,2,934
935,2,935
936,2,936
937,2,937
938,2,938
939,2,939
940,-1,940
941,2,941
942,2,942
943,2,943
944,2,944
945,2,945
946,2,946
947,2,947
948,2,948
949,2,949
950,2,950
951,2,951
952,2,952
953,2,953
954,2,954
955,2,955
956,2,956
957,2,957
958,2,958
959,2,959
960,2,960
961,2,961
962,2,962
963,2,963
964,2,964
965,2,965
966,2,966
967,2,967
968,2,968
969,2,969
970,2,970
971,2,971
972,2,972
973,2,973
974,2,974
975,2,975
976,5,976
977,5,977
978,5,978
979,5,979
980,5,980
981,5,981
982,5,982
983,5,983
984,-1,984
985,5,985
986,5,986
987,5,987
988,5,988
989,5,989
990,5,990
991,5,991
992,5,992
993,5,993
994,5,994
995,5,995
996,5,996
997,5,997
998,5,998
999,5,999
1000,5,1000
1001,5,1001
1002,5,1002
1003,5,1003
1004,5,1004
1005,5,1005
1006,5,1006
1007,5,1007
1008,5,1008
1009,5,1009
1010,5,1010
1011,5,1011
1012,5,1012
1013,5,1013
1014,5,1014
1015,5,1015
1016,5,1016
1017,5,1017
1018,5,1018
1019,5,1019
1020,5,1020
1021,5,1021
1022,5,1022
1023,-1,1023
1024,5,1024
1025,5,1025
1026,5,1026
1027,5,1027
1028,5,1028
1029,5,1029
1030,5,1030
1031,5,1031
1032,5,1032
1033,5,1033
1034,5,1034
1035,5,1035
1036,5,1036
1037,5,1037
1038,5,1038
1039,5,1039
1040,5,1040
1041,5,1041
1042,5,1042
1043,5,1043
1044,4,1044
1045,4,1045
1046,4,1046
1047,4,1047
1048,4,1048
1049,4,1049
1050,4,1050
1051,4,1051
1052,4,1052
1053,4,1053
1054,4,1054
1055,4,1055
1056,4,1056
1057,4,1057
1058,4,1058
1059,4,1059
1060,4,1060
1061,4,1061
1062,4,1062
1063,4,1063
1064,4,1064
1065,4,1065
1066,4,1066
1067,4,1067
1068,4,1068
1069,4,1069
1070,4,1070
1071,4,1071
1072,3,1072
1073,3,1073
1074,-1,1074
1075,3,1075
1076,3,1076
1077,3,1077
1078,-1,1078
1079,-1,1079
1080,3,1080
1081,-1,1081
1082,3,1082
1083,3,1083
1084,3,1084
1085,-1,1085
1086,-1,1086
1087,3,1087
1088,3,1088
1089,-1,1089
1090,3,1090
1091,3,1091
1092,-1,1092
1093,3,1093
1094,-1,1094
1095,3,1095
1096,3,1096
1097,3,1097
1098,3,1098
1099,3,1099
1100,3,1100
1101,3,1101
1102,3,1102
1103,3,1103
1104,5,1104
1105,3,1105
1106,3,1106
1107,3,1107
1108,2,1108
1109,2,1109
1110,-1,1110
1111,2,1111
1112,2,1112
1113,2,1113
1114,2,1114
1115,2,1115
1116,4,1116
1117,2,1117
1118,2,1118
1119,2,1119
1120,2,1120
1121,-1,1121
1122,2,1122
1123,2,1123
1124,2,1124
1125,-1,1125
1126,2,1126
1127,2,1127
1128,2,1128
1129,2,1129
1130,-1,1130
1131,-1,1131
1132,2,1132
1133,-1,1133
1134,2,1134
1135,2,1135
1136,-1,1136
1137,2,1137
1138,2,1138
1139,2,1139
1140,2,1140
1141,2,1141
1142,2,1142
1143,-1,1143
1144,2,1144
1145,-1,1145
1146,2,1146
1147,2,1147
1148,2,1148
1149,2,1149
1150,2,1150
1151,2,1151
1152,-1,1152
1153,2,1153
1154,2,1154
1155,-1,1155
1156,2,1156
1157,2,1157
1158,2,1158
1159,2,1159
1160,2,1160
1161,2,1161
1162,2,1162
1163,2,1163
1164,2,1164
1165,2,1165
1166,2,1166
1167,2,1167
1168,2,1168
1169,2,1169
1170,2,1170
1171,2,1171
1172,2,1172
1173,2,1173
1174,2,1174
1175,2,1175
1176,2,1176
1177,2,1177
1178,2,1178
1179,-1,1179
1180,-1,1180
1181,2,1181
1182,2,1182
1183,2,1183
1184,2,1184
1185,2,1185
1186,2,1186
1187,-1,1187
1188,2,1188
1189,2,1189
1190,2,1190
1191,2,1191
1192,2,1192
1193,-1,1193
1194,2,1194
1195,2,1195
1196,2,1196
1197,-1,1197
1198,2,1198
1199,2,1199
1200,2,1200
1201,2,1201
1202,2,1202
1203,2,1203
1204,2,1204
1205,2,1205
1206,2,1206
1207,2,1207
1208,2,1208
1209,2,1209
1210,-1,1210
1211,-1,1211
1212,2,1212
1213,2,1213
1214,2,1214
1215,2,1215
1216,2,1216
1217,2,1217
1218,-1,1218
1219,2,1219
1220,2,1220
1221,2,1221
1222,2,1222
1223,2,1223
1224,2,1224
1225,2,1225
1226,2,1226
1227,2,1227
1228,2,1228
1229,2,1229
1230,-1,1230
1231,-1,1231
1232,2,1232
1233,2,1233
1234,2,1234
1235,2,1235
1236,-1,1236
1237,-1,1237
1238,2,1238
1239,2,1239
1240,2,1240
1241,2,1241
1242,2,1242
1243,2,1243
1244,2,1244
1245,2,1245
1246,2,1246
1247,2,1247
1248,2,1248
1249,2,1249
1250,2,1250
1251,2,1251
1252,2,1252
1253,2,1253
1254,2,1254
1255,2,1255
1256,2,1256
1257,2,1257
1258,2,1258
1259,2,1259
1260,-1,1260
1261,-1,1261
1262,2,1262
1263,2,1263
1264,2,1264
1265,2,1265
1266,2,1266
1267,2,1267
1268,2,1268
1269,2,1269
1270,4,1270
1271,2,1271
1272,-1,1272
1273,2,1273
1274,2,1274
1275,2,1275
1276,2,1276
1277,-1,1277
1278,2,1278
1279,-1,1279
1280,2,1280
1281,2,1281
1282,2,1282
1283,-1,1283
1284,2,1284
1285,2,1285
1286,-1,1286
1287,2,1287
1288,2,1288
1289,2,1289
1290,2,1290
1291,-1,1291
1292,2,1292
1293,2,1293
1294,2,1294
1295,2,1295
1296,4,1296
1297,2,1297
1298,2,1298
1299,2,1299
1300,2,1300
1301,2,1301
1302,2,1302
1303,2,1303
1304,4,1304
1305,4,1305
1306,4,1306
1307,4,1307
1308,4,1308
1309,4,1309
1310,4,1310
1311,4,1311
1312,4,1312
1313,4,1313
1314,4,1314
1315,4,1315
1316,4,1316
1317,4,1317
1318,2,1318
1319,4,1319
1320,4,1320
1321,4,1321
1322,4,1322
1323,4,1323
1324,4,1324
1325,4,1325
1326,4,1326
1327,4,1327
1328,2,1328
1329,4,1329
1330,4,1330
1331,4,1331
1332,4,1332
1333,4,1333
1334,4,1334
1335,4,1335
1336,4,1336
1337,4,1337
1338,-1,1338
1339,4,1339
1340,4,1340
1341,4,1341
1342,4,1342
1343,4,1343
1344,4,1344
1345,4,1345
1346,4,1346
1347,4,1347
1348,4,1348
1349,2,1349
1350,4,1350
1351,4,1351
1352,4,1352
1353,4,1353
1354,4,1354
1355,4,1355
1356,4,1356
1357,4,1357
1358,4,1358
1359,4,1359
1360,4,1360
1361,4,1361
1362,4,1362
1363,4,1363
1364,4,1364
1365,4,1365
1366,4,1366
1367,4,1367
1368,4,1368
1369,4,1369
1370,4,1370
1371,4,1371
1372,4,1372
1373,4,1373
1374,4,1374
1375,4,1375
1376,-1,1376
1377,4,1377
1378,4,1378
1379,4,1379
1380,2,1380
1381,4,1381
1382,4,1382
1383,4,1383
1384,4,1384
1385,4,1385
1386,4,1386
1387,4,1387
1388,4,1388
1389,4,1389
1390,4,1390
1391,4,1391
1392,4,1392
1393,4,1393
1394,4,1394
1395,-1,1395
1396,2,1396
1397,4,1397
1398,4,1398
1399,4,1399
1400,4,1400
1401,4,1401
1402,4,1402
1403,4,1403
1404,4,1404
1405,4,1405
1406,4,1406
1407,4,1407
1408,4,1408
1409,4,1409
1410,4,1410
1411,4,1411
1412,4,1412
1413,-1,1413
1414,2,1414
1415,2,1415
1416,2,1416
1417,2,1417
1418,2,1418
1419,2,1419
1420,2,1420
1421,2,1421
1422,2,1422
1423,2,1423
1424,2,1424
1425,2,1425
1426,2,1426
1427,2,1427
1428,2,1428
1429,2,1429
1430,2,1430
1431,2,1431
1432,2,1432
1433,2,1433
1434,2,1434
1435,2,1435
1436,2,1436
1437,2,1437
1438,2,1438
1439,2,1439
1440,2,1440
1441,2,1441
1442,2,1442
1443,2,1443
1444,2,1444
1445,2,1445
1446,2,1446
1447,2,1447
1448,2,1448
1449,2,1449
1450,2,1450
1451,2,1451
1452,2,1452
1453,2,1453
1454,2,1454
1455,2,1455
1456,2,1456
1457,2,1457
1458,2,1458
1459,2,1459
1460,2,1460
1461,2,1461
1462,2,1462
1463,2,1463
1464,2,1464
1465,2,1465
1466,2,1466
1467,2,1467
1468,2,1468
1469,2,1469
1470,2,1470
1471,2,1471
1472,2,1472
1473,2,1473
1474,2,1474
1475,2,1475
1476,2,1476
1477,-1,1477
1478,2,1478
1479,2,1479
1480,2,1480
1481,2,1481
1482,2,1482
1483,2,1483
1484,2,1484
1485,2,1485
1486,2,1486
1487,2,1487
1488,2,1488
1489,2,1489
1490,2,1490
1491,2,1491
1492,2,1492
1493,2,1493
1494,2,1494
1495,2,1495
1496,2,1496
1497,2,1497
1498,2,1498
1499,2,1499
1500,2,1500
1501,2,1501
1502,2,1502
1503,2,1503
1504,2,1504
1505,2,1505
1506,2,1506
1507,2,1507
1508,2,1508
1509,2,1509
1510,2,1510
1511,2,1511
1512,2,1512
1513,2,1513
1514,2,1514
1515,2,1515
1516,2,1516
1517,2,1517
1518,2,1518
1519,2,1519
1520,2,1520
1521,2,1521
1522,2,1522
1523,2,1523
1524,2,1524
1525,2,1525
1526,2,1526
1527,2,1527
1528,2,1528
1529,2,1529
1530,2,1530
1531,2,1531
1532,2,1532
1533,2,1533
1534,2,1534
1535,2,1535
1536,2,1536
1537,2,1537
1538,2,1538
1539,2,1539
1540,2,1540
1541,2,1541
1542,2,1542
1543,2,1543
1544,2,1544
1545,2,1545
1546,2,1546
1547,2,1547
1548,2,1548
1549,2,1549
1550,2,1550
1551,2,1551
1552,2,1552
1553,2,1553
1554,2,1554
1555,2,1555
1556,2,1556
1557,2,1557
1558,2,1558
1559,2,1559
1560,-1,1560
1561,-1,1561
1562,-1,1562
1563,-1,1563
1564,-1,1564
1565,-1,1565
1566,-1,1566
1567,-1,1567
1568,3,1568
1569,-1,1569
1570,-1,1570
1571,-1,1571
1572,-1,1572
1573,-1,1573
1574,-1,1574
1575,-1,1575
1576,-1,1576
1577,-1,1577
1578,-1,1578
1579,-1,1579
1580,-1,1580
1581,-1,1581
1582,3,1582
1583,-1,1583
1584,-1,1584
1585,-1,1585
1586,-1,1586
1587,-1,1587
1588,-1,1588
1589,-1,1589
1590,-1,1590
1591,-1,1591
1592,-1,1592
1593,-1,1593
1594,-1,1594
1595,-1,1595
1596,-1,1596
1597,-1,1597
1598,-1,1598
1599,-1,1599
1600,-1,1600
1601,4,1601
1602,4,1602
1603,4,1603
1604,4,1604
1605,4,1605
1606,4,1606
1607,4,1607
1608,4,1608
1609,4,1609
1610,4,1610
1611,4,1611
1612,4,1612
1613,-1,1613
1614,4,1614
1615,4,1615
1616,4,1616
1617,4,1617
1618,4,1618
1619,4,1619
1620,4,1620
1621,4,1621
1622,4,1622
1623,4,1623
1624,4,1624
1625,4,1625
1626,4,1626
1627,4,1627
1628,4,1628
1629,4,1629
1630,4,1630
1631,4,1631
1632,4,1632
1633,4,1633
1634,4,1634
1635,4,1635
1636,4,1636
1637,4,1637
1638,4,1638
1639,4,1639
1640,4,1640
1641,4,1641
1642,4,1642
1643,4,1643
1644,4,1644
1645,4,1645
1646,4,1646
1647,4,1647
1648,4,1648
1649,4,1649
1650,4,1650
1651,4,1651
1652,4,1652
1653,4,1653
1654,4,1654
1655,4,1655
1656,2,1656
1657,2,1657
1658,2,1658
1659,2,1659
1660,2,1660
1661,2,1661
1662,2,1662
1663,2,1663
1664,2,1664
1665,2,1665
1666,2,1666
1667,2,1667
1668,2,1668
1669,2,1669
1670,2,1670
1671,2,1671
1672,2,1672
1673,2,1673
1674,2,1674
1675,2,1675
1676,2,1676
1677,2,1677
1678,2,1678
1679,2,1679
1680,2,1680
1681,2,1681
1682,2,1682
1683,2,1683
1684,2,1684
1685,2,1685
1686,2,1686
1687,2,1687
1688,2,1688
1689,2,1689
1690,-1,1690
1691,2,1691
1692,2,1692
1693,5,1693
1694,-1,1694
1695,-1,1695
1696,5,1696
1697,5,1697
1698,5,1698
1699,5,1699
1700,5,1700
1701,5,1701
1702,5,1702
1703,5,1703
1704,6,1704
1705,5,1705
1706,5,1706
1707,5,1707
1708,-1,1708
1709,5,1709
1710,5,1710
1711,5,1711
1712,5,1712
1713,5,1713
1714,5,1714
1715,5,1715
1716,5,1716
1717,5,1717
1718,5,1718
1719,5,1719
1720,5,1720
1721,5,1721
1722,5,1722
1723,5,1723
1724,5,1724
1725,5,1725
1726,-1,1726
1727,5,1727
1728,5,1728
1729,5,1729
1730,4,1730
1731,4,1731
1732,4,1732
1733,4,1733
1734,4,1734
1735,4,1735
1736,4,1736
1737,4,1737
1738,4,1738
1739,4,1739
1740,4,1740
1741,4,1741
1742,4,1742
1743,4,1743
1744,4,1744
1745,4,1745
1746,4,1746
1747,4,1747
1748,3,1748
1749,3,1749
1750,3,1750
1751,3,1751
1752,3,1752
1753,-1,1753
1754,3,1754
1755,3,1755
1756,3,1756
1757,-1,1757
1758,3,1758
1759,3,1759
1760,-1,1760
1761,3,1761
1762,3,1762
1763,3,1763
1764,3,1764
1765,3,1765
1766,3,1766
1767,3,1767
1768,3,1768
1769,3,1769
1770,3,1770
1771,3,1771
1772,3,1772
1773,3,1773
1774,3,1774
1775,3,1775
1776,-1,1776
1777,-1,1777
1778,3,1778
1779,3,1779
1780,-1,1780
1781,3,1781
1782,3,1782
1783,3,1783
1784,3,1784
1785,-1,1785
1786,3,1786
1787,3,1787
1788,3,1788
1789,-1,1789
1790,3,1790
1791,3,1791
1792,3,1792
1793,3,1793
1794,3,1794
1795,3,1795
1796,3,1796
1797,3,1797
1798,3,1798
1799,3,1799
1800,-1,1800
1801,3,1801
1802,-1,1802
1803,3,1803
1804,3,1804
1805,3,1805
1806,3,1806
1807,3,1807
1808,3,1808
1809,3,1809
1810,3,1810
1811,3,1811
1812,3,1812
1813,3,1813
1814,3,1814
1815,3,1815
1816,3,1816
1817,3,1817
1818,3,1818
1819,3,1819
1820,3,1820
1821,3,1821
1822,3,1822
1823,-1,1823
1824,3,1824
1825,3,1825
1826,3,1826
1827,-1,1827
1828,3,1828
1829,-1,1829
1830,3,1830
1831,3,1831
1832,3,1832
1833,3,1833
1834,3,1834
1835,3,1835
1836,3,1836
1837,3,1837
1838,-1,1838
1839,3,1839
1840,3,1840
1841,-1,1841
1842,3,1842
1843,3,1843
1844,3,1844
1845,-1,1845
1846,3,1846
1847,3,1847
1848,3,1848
1849,3,1849
1850,3,1850
1851,3,1851
1852,3,1852
1853,3,1853
1854,-1,1854
1855,-1,1855
1856,3,1856
1857,3,1857
1858,-1,1858
1859,3,1859
1860,3,1860
1861,-1,1861
1862,3,1862
1863,3,1863
1864,3,1864
1865,3,1865
1866,-1,1866
1867,3,1867
1868,3,1868
1869,3,1869
1870,-1,1870
1871,3,1871
1872,3,1872
1873,3,1873
1874,3,1874
1875,3,1875
1876,3,1876
1877,3,1877
1878,3,1878
1879,3,1879
1880,3,1880
1881,3,1881
1882,3,1882
1883,3,1883
1884,3,1884
1885,3,1885
1886,3,1886
1887,-1,1887
1888,3,1888
1889,3,1889
1890,3,1890
1891,3,1891
1892,3,1892
1893,3,1893
1894,3,1894
1895,3,1895
1896,3,1896
1897,3,1897
1898,3,1898
1899,3,1899
1900,-1,1900
1901,3,1901
1902,3,1902
1903,3,1903
1904,3,1904
1905,3,1905
1906,3,1906
1907,-1,1907
1908,-1,1908
1909,3,1909
1910,3,1910
1911,3,1911
1912,3,1912
1913,3,1913
1914,3,1914
1915,3,1915
1916,3,1916
1917,3,1917
1918,3,1918
1919,3,1919
1920,3,1920
1921,3,1921
1922,3,1922
1923,3,1923
1924,-1,1924
1925,3,1925
1926,3,1926
1927,3,1927
1928,3,1928
1929,-1,1929
1930,3,1930
1931,3,1931
1932,3,1932
1933,3,1933
1934,3,1934
1935,3,1935
1936,3,1936
1937,3,1937
1938,-1,1938
1939,-1,1939
