,desc_labels
HP1504101T2D_E18,7
HP1504101T2D_L15,7
HP1504101T2D_D17,7
HP1504101T2D_A4,7
HP1504101T2D_P9,7
HP1504101T2D_F11,7
HP1504101T2D_O4,7
HP1504101T2D_E4,7
HP1504101T2D_I16,7
HP1504101T2D_D1,3
HP1504101T2D_D18,7
HP1504101T2D_F2,7
HP1504101T2D_I15,7
HP1504101T2D_I10,7
HP1504101T2D_E14,7
HP1504101T2D_P24,7
HP1504101T2D_E9,7
HP1504101T2D_B17,7
HP1504101T2D_N20,7
HP1504101T2D_C12,7
HP1504101T2D_I19,7
HP1504101T2D_M1,7
HP1504101T2D_A13,7
HP1504101T2D_D21,7
HP1504101T2D_B18,7
HP1504101T2D_A17,7
HP1504101T2D_E7,7
HP1504101T2D_G3,7
HP1504101T2D_C21,7
HP1504101T2D_K8,7
HP1504101T2D_D24,7
HP1504101T2D_F14,7
HP1504101T2D_B5,7
HP1504101T2D_L24,7
HP1504101T2D_B12,7
HP1504101T2D_E8,7
HP1504101T2D_L1,7
HP1504101T2D_J3,7
HP1504101T2D_G21,7
HP1504101T2D_D15,7
HP1504101T2D_D23,7
HP1504101T2D_H1,7
HP1504101T2D_D12,7
HP1504101T2D_F13,7
HP1504101T2D_J9,7
HP1504101T2D_H24,7
HP1504101T2D_E20,7
HP1504101T2D_P12,7
HP1504101T2D_J22,7
HP1504101T2D_O11,7
HP1504101T2D_J5,7
HP1504101T2D_G8,7
HP1504101T2D_D11,7
HP1504101T2D_O23,7
HP1504101T2D_F20,7
HP1504101T2D_M3,7
HP1504101T2D_N16,7
HP1504101T2D_A18,7
HP1504101T2D_F16,7
HP1504901_L12,7
HP1504901_N9,7
HP1504901_F15,7
HP1504901_G20,7
HP1504901_H19,7
HP1504901_B8,7
HP1504901_O1,7
HP1504901_F18,7
HP1504901_H14,7
HP1504901_F1,7
HP1504901_B20,7
HP1504901_O21,7
HP1504901_A5,7
HP1504901_L18,7
HP1504901_D9,7
HP1504901_K14,7
HP1504901_N15,7
HP1504901_B23,7
HP1504901_O5,7
HP1504901_J9,7
HP1504901_M4,7
HP1504901_B6,7
HP1504901_E23,7
HP1504901_O24,7
HP1504901_L3,7
HP1504901_I18,7
HP1504901_D24,7
HP1504901_I22,7
HP1504901_C14,7
HP1504901_C23,7
HP1504901_L9,7
HP1504901_N23,7
HP1506401_I2,7
HP1506401_I1,7
HP1506401_E3,7
HP1506401_B22,7
HP1506401_N7,7
HP1506401_I14,7
HP1506401_G8,7
HP1506401_H12,7
HP1506401_E12,7
HP1506401_B4,7
HP1506401_K23,7
HP1506401_I17,7
HP1506401_H11,7
HP1506401_F14,7
HP1506401_K22,7
HP1506401_O6,7
HP1506401_D9,7
HP1506401_L17,7
HP1506401_M6,7
HP1506401_B3,7
HP1506401_M24,7
HP1506401_H19,7
HP1507101_J9,7
HP1507101_D19,7
HP1507101_M22,7
HP1507101_B20,7
HP1507101_F9,7
HP1508501T2D_A19,7
HP1508501T2D_K16,7
HP1508501T2D_H18,7
HP1508501T2D_J17,7
HP1508501T2D_B10,7
HP1508501T2D_N18,7
HP1508501T2D_F11,7
HP1508501T2D_G22,7
HP1508501T2D_P4,7
HP1509101_F21,7
HP1509101_O8,7
HP1509101_G8,7
HP1509101_K8,7
HP1525301T2D_E19,7
HP1525301T2D_B5,7
HP1525301T2D_E3,7
HP1525301T2D_G23,7
HP1525301T2D_J18,7
HP1525301T2D_B8,7
HP1525301T2D_A16,7
HP1525301T2D_D12,7
HP1525301T2D_N21,7
HP1525301T2D_O11,7
HP1526901T2D_K12,7
HP1526901T2D_A20,7
HP1526901T2D_C13,7
HP1526901T2D_C19,7
HP1526901T2D_H23,7
HP1526901T2D_K11,7
HP1526901T2D_L14,7
HP1526901T2D_L7,7
HP1526901T2D_G1,7
HP1526901T2D_N18,7
HP1526901T2D_H16,7
HP1526901T2D_K21,7
HP1526901T2D_P23,7
HP1526901T2D_N20,7
HP1526901T2D_I24,7
HP1526901T2D_A15,7
HP1526901T2D_D10,7
HP1526901T2D_O3,7
HP1526901T2D_E4,7
HP1526901T2D_F12,7
HP1526901T2D_O10,7
HP1526901T2D_E10,7
HP1526901T2D_L12,7
HP1526901T2D_M22,7
HP1526901T2D_F20,7
HP1526901T2D_G19,7
HP1526901T2D_D14,7
HP1526901T2D_E5,7
HP1526901T2D_G9,7
HP1526901T2D_B13,7
HP1526901T2D_H3,7
HP1526901T2D_J17,7
HP1526901T2D_N19,7
HP1526901T2D_M3,7
HP1526901T2D_F7,7
D101_7,10
D101_50,10
D101_51,10
D101_52,5
D101_74,5
D101_82,5
D102_26,5
D102_51,10
D102_54,5
D102_69,5
D102_71,5
D102_76,5
D102_91,10
D10631_15,5
D10631_17,10
D10631_38,5
D10631_48,5
D10631_50,5
D10631_53,10
D10631_54,5
D10631_57,5
D10631_66,5
D10631_67,5
D10631_69,10
D10631_91,5
D10631_95,5
D10631_96,10
D1713_8,5
D1713_15,5
D1713_16,5
D1713_27,5
D1713_29,5
D1713_33,5
D1713_42,5
D1713_50,5
D1713_58,5
D1713_61,10
D1713_63,5
D1713_67,5
D1713_68,5
D1713_69,5
D1713_70,10
D1713_71,5
D1713_72,5
D1713_80,10
D1713_89,10
D1713_91,5
D172444_19,5
D17All1_36,5
D17All1_50,5
D17All1_52,5
D17All1_69,10
D17All1_92,10
D17All2_3,5
D17All2_79,5
D17TGFB_4,10
D17TGFB_6,10
D17TGFB_8,10
D17TGFB_9,10
D17TGFB_10,5
D17TGFB_12,5
D17TGFB_14,10
D17TGFB_17,5
D17TGFB_21,10
D17TGFB_22,5
D17TGFB_23,10
D17TGFB_26,5
D17TGFB_31,5
D17TGFB_32,5
D17TGFB_33,10
D17TGFB_36,10
D17TGFB_38,5
D17TGFB_39,5
D17TGFB_41,10
D17TGFB_43,10
D17TGFB_44,10
D17TGFB_45,10
D17TGFB_47,10
D17TGFB_49,5
D17TGFB_51,10
D17TGFB_54,5
D17TGFB_56,10
D17TGFB_57,5
D17TGFB_58,5
D17TGFB_59,5
D17TGFB_61,5
D17TGFB_66,5
D17TGFB_67,5
D17TGFB_71,10
D17TGFB_74,10
D17TGFB_76,10
D17TGFB_80,5
D17TGFB_85,5
D17TGFB_89,10
D17TGFB_92,10
D17TGFB_93,10
D2ex_1,5
D2ex_2,5
D2ex_3,5
D2ex_10,5
D2ex_13,5
D2ex_15,10
D2ex_16,5
D2ex_18,5
D2ex_21,5
D2ex_24,10
D2ex_26,10
D2ex_28,5
D2ex_34,5
D2ex_37,10
D2ex_40,10
D2ex_41,10
D2ex_42,5
D2ex_44,5
D2ex_46,5
D2ex_51,10
D2ex_59,10
D2ex_61,10
D2ex_66,5
D2ex_69,5
D2ex_70,10
D2ex_76,5
D2ex_79,10
D2ex_86,10
D2ex_92,5
D3en1_1,10
D3en1_5,5
D3en1_10,5
D3en1_11,5
D3en1_13,5
D3en1_26,5
D3en1_37,5
D3en1_41,10
D3en1_45,5
D3en1_48,5
D3en1_49,5
D3en1_56,5
D3en1_68,5
D3en1_73,5
D3en1_84,5
D3en2_5,10
D3en2_6,5
D3en2_16,5
D3en2_21,5
D3en2_23,5
D3en2_25,5
D3en2_26,5
D3en2_27,5
D3en2_31,10
D3en2_32,5
D3en2_33,5
D3en2_37,5
D3en2_39,5
D3en2_42,5
D3en2_45,5
D3en2_48,5
D3en2_57,5
D3en2_66,5
D3en2_72,5
D3en2_74,5
D3en2_90,5
D3en3_2,5
D3en3_9,5
D3en3_39,10
D3en3_46,5
D3en3_50,5
D3en3_64,5
D3en3_68,5
D3en3_72,5
D3en3_89,5
D3en4_7,5
D3en4_8,5
D3en4_9,5
D3en4_12,5
D3en4_14,5
D3en4_20,5
D3en4_25,5
D3en4_26,5
D3en4_30,5
D3en4_31,5
D3en4_32,10
D3en4_35,5
D3en4_39,5
D3en4_42,5
D3en4_46,5
D3en4_48,5
D3en4_54,5
D3en4_60,10
D3en4_68,5
D3en4_69,5
D3en4_72,5
D3en4_83,5
D3en4_87,5
D3en4_92,5
D3ex_5,5
D3ex_6,5
D3ex_36,5
D3ex_68,8
D3ex_71,5
D3ex_74,5
D3ex_76,5
D3ex_83,5
D71_2,5
D71_5,5
D71_10,5
D71_16,5
D71_34,5
D71_39,5
D71_78,5
D71_92,10
D72_1,5
D72_18,5
D72_22,5
D72_33,5
D72_40,5
D72_95,5
D73_35,10
D73_37,5
D73_43,5
D73_48,5
D73_52,5
D73_68,5
D73_83,5
D74_14,10
D74_62,5
D74_76,5
D74_81,5
D74_90,5
D28-1_37,5
D28-1_38,10
D28-1_50,5
D28-1_55,5
D28-1_62,5
D28-1_67,5
D28-1_68,5
D28-1_86,5
D28-1_87,10
D28-2_1,10
D28-2_4,10
D28-2_15,10
D28-2_18,10
D28-2_39,10
D28-2_42,10
D28-2_49,5
D28-2_53,5
D28-2_61,5
D28-2_74,5
D28-2_75,5
D28-2_78,5
D28-2_86,10
D28-2_87,5
D28-2_89,10
D28-3_4,5
D28-3_25,5
D28-3_26,5
D28-3_28,5
D28-3_31,10
D28-3_44,10
D28-3_51,5
D28-3_52,5
D28-3_62,5
D28-3_65,5
D28-3_75,5
D28-3_77,10
D28-3_85,5
D28-3_90,10
D28-3_91,10
D28-4_4,5
D28-4_17,5
D28-4_28,5
D28-4_40,5
D28-4_49,5
D28-4_51,5
D28-4_53,5
D28-4_54,5
D28-4_61,5
D28-4_63,10
D28-4_67,5
D28-4_75,5
D28-4_85,10
D28-4_86,10
D28-4_89,5
D28-5_3,5
D28-5_17,5
D28-5_27,10
D28-5_29,10
D28-5_31,10
D28-5_37,10
D28-5_38,5
D28-5_42,5
D28-5_54,5
D28-5_62,5
D28-5_63,5
D28-5_77,10
D28-5_78,5
D28-6_2,5
D28-6_4,5
D28-6_14,5
D28-6_19,5
D28-6_38,5
D28-6_41,5
D28-6_42,10
D28-6_50,5
D28-6_51,5
D28-6_61,10
D28-6_62,5
D28-6_63,5
D28-6_66,5
D28-6_73,5
D28-6_74,10
D28-6_76,10
D28-6_89,5
D28-7_1,5
D28-7_37,5
D28-7_39,10
D28-7_41,10
D28-7_51,5
D28-7_52,5
D28-7_62,5
D28-7_64,5
D28-7_75,5
D28-7_78,10
D28-8_6,10
D28-8_39,5
D28-8_49,10
D28-8_53,5
D28-8_63,10
D28-8_75,5
D28-8_77,5
D29-1_68,10
D29-5_73,10
D29-5_78,10
D29-7_5,10
D29-7_49,10
D30-1_1,5
D30-1_19,5
D30-1_29,5
D30-1_30,5
D30-1_36,5
D30-1_55,5
D30-1_61,5
D30-1_63,5
D30-1_72,10
D30-1_91,5
D30-2_1,10
D30-2_11,5
D30-2_17,5
D30-2_27,10
D30-2_41,10
D30-2_42,5
D30-2_43,5
D30-2_45,5
D30-2_51,10
D30-2_53,5
D30-2_56,5
D30-2_76,10
D30-3_2,5
D30-3_45,5
D30-3_63,10
D30-3_91,5
D30-4_18,5
D30-4_23,5
D30-4_62,5
D30-4_81,10
D30-4_82,10
D30-5_36,5
D30-5_45,5
D30-5_79,5
D30-5_89,10
D30-6_5,5
D30-6_37,5
D30-6_40,5
D30-6_44,10
D30-6_80,5
D30-7_1,10
D30-7_11,5
D30-7_20,10
D30-7_24,5
D30-7_28,5
D30-7_39,5
D30-7_91,5
D30-8_24,5
D30-8_33,5
D30-8_36,10
D30-8_37,5
D30-8_63,5
D30-8_65,5
D30-8_69,5
D30-8_81,5
D30-8_84,5
D31-1_5,5
D31-1_7,5
D31-1_9,5
D31-1_11,5
D31-1_19,10
D31-1_21,5
D31-1_22,10
D31-1_25,5
D31-1_27,5
D31-1_44,5
D31-1_45,10
D31-1_48,5
D31-1_51,5
D31-1_58,10
D31-1_70,10
D31-1_88,10
D31-2_6,10
D31-2_15,10
D31-2_18,10
D31-2_26,10
D31-2_30,10
D31-2_38,5
D31-2_53,5
D31-2_61,10
D31-2_69,10
D31-2_75,10
D31-2_83,10
D31-2_86,10
D31-2_87,5
D31-3_1,5
D31-3_14,5
D31-3_23,5
D31-3_25,5
D31-3_26,5
D31-3_36,10
D31-3_40,5
D31-3_47,5
D31-3_48,5
D31-3_53,5
D31-3_60,10
D31-3_63,5
D31-3_64,10
D31-3_69,10
D31-3_73,10
D31-3_78,5
D31-3_86,10
D31-3_89,5
D31-4_9,10
D31-4_13,10
D31-4_14,5
D31-4_36,5
D31-4_41,10
D31-4_43,10
D31-4_48,10
D31-4_55,5
D31-4_70,5
D31-4_72,10
D31-4_79,10
D31-4_90,5
D31-4_91,10
D31-4_93,10
D31-5_1,5
D31-5_4,5
D31-5_16,10
D31-5_34,10
D31-5_39,5
D31-5_45,5
D31-5_48,10
D31-5_57,10
D31-5_60,10
D31-5_69,5
D31-5_70,10
D31-5_75,5
D31-5_89,5
D31-5_92,5
D31-6_9,5
D31-6_11,5
D31-6_13,5
D31-6_21,10
D31-6_24,5
D31-6_29,5
D31-6_33,5
D31-6_39,10
D31-6_40,5
D31-6_43,5
D31-6_52,10
D31-6_53,5
D31-6_61,5
D31-6_62,5
D31-6_66,10
D31-6_69,5
D31-6_75,5
D31-6_81,5
D31-6_86,5
D31-7_9,5
D31-7_11,5
D31-7_21,10
D31-7_38,5
D31-7_58,5
D31-7_63,5
D31-7_70,5
D31-7_77,10
D31-8_4,5
D31-8_7,5
D31-8_11,5
D31-8_27,5
D31-8_40,5
D31-8_53,5
D31-8_63,5
D31-8_81,5
D31-8_89,5
D31-8_91,5
10th_C42_S109,10
10th_C63_S82,5
10th_C86_S78,10
10th_C87_S71,10
11th-C64_S72,10
12th-C53_S168,10
13th_C27_S151,10
4th-C27_S51,10
4th-C95_S95,5
5th-C10_S92,10
5th-C19_S104,5
5th-C40_S112,10
5th-C42_S114,10
5th-C45_S123,10
5th-C50_S90,10
5th-C54_S89,5
5th-C56_S95,10
5th-C58_S93,10
5th-C73_S111,5
5th-C81_S115,10
5th-C88_S117,10
AZ_B8,5
AZ_A7,10
AZ_H10,10
AZ_F6,10
HP1502401_A14,5
HP1502401_I14,5
HP1502401_F13,5
HP1502401_G18,5
HP1502401_N2,10
HP1502401_O14,5
HP1502401_B17,5
HP1502401_M8,5
HP1502401_K10,5
HP1502401_D10,5
HP1502401_D11,5
HP1502401_A22,5
HP1502401_K12,5
HP1502401_D2,10
HP1502401_E23,10
HP1502401_E24,5
HP1502401_E2,10
HP1502401_C1,5
HP1502401_J2,5
HP1502401_M22,5
HP1502401_E20,5
HP1504101T2D_L14,10
HP1504101T2D_K19,5
HP1504101T2D_I6,10
HP1504101T2D_A10,5
HP1504101T2D_C11,10
HP1504101T2D_K10,5
HP1504101T2D_J16,5
HP1504101T2D_F1,5
HP1504901_F23,10
HP1504901_D13,5
HP1504901_O4,5
HP1504901_H16,5
HP1506401_K2,10
HP1506401_M1,10
HP1506401_D14,10
HP1506401_A9,10
HP1506401_J9,10
HP1506401_N1,10
HP1506401_G14,10
HP1506401_O16,10
HP1506401_D3,10
HP1506401_E23,10
HP1506401_N9,10
HP1506401_L19,10
HP1506401_H15,10
HP1506401_H16,10
HP1506401_C24,10
HP1506401_N21,10
HP1506401_J2,10
HP1506401_B1,10
HP1506401_I15,10
HP1506401_M3,10
HP1506401_D24,10
HP1506401_J24,10
HP1506401_J6,10
HP1506401_N5,10
HP1506401_E20,10
HP1506401_F16,10
HP1506401_M18,10
HP1506401_I13,10
HP1506401_L18,10
HP1506401_H18,10
HP1506401_F2,10
HP1506401_M4,10
HP1506401_J3,10
HP1506401_L22,10
HP1506401_N24,10
HP1506401_M19,10
HP1506401_J23,10
HP1506401_D23,10
HP1506401_B5,10
HP1506401_K6,10
HP1506401_O21,10
HP1506401_L9,10
HP1506401_E18,10
HP1506401_G4,10
HP1506401_D12,10
HP1506401_B14,10
HP1506401_P17,10
HP1506401_B16,10
HP1506401_I6,10
HP1506401_K15,10
HP1506401_C13,10
HP1506401_O7,5
HP1506401_K14,10
HP1506401_M17,10
HP1506401_J14,5
HP1506401_N15,10
HP1506401_O18,10
HP1506401_G15,10
HP1506401_F5,10
HP1506401_L3,10
HP1506401_A7,10
HP1506401_M8,10
HP1506401_A6,10
HP1506401_F3,10
HP1506401_E24,10
HP1506401_J15,10
HP1506401_I10,10
HP1506401_G16,10
HP1506401_P23,10
HP1506401_B6,10
HP1506401_N22,10
HP1506401_C7,10
HP1506401_C23,10
HP1506401_H1,10
HP1506401_N23,10
HP1506401_H3,10
HP1506401_L11,10
HP1506401_E14,10
HP1506401_O12,10
HP1506401_J11,10
HP1506401_P10,10
HP1507101_E22,10
HP1507101_J7,10
HP1507101_L17,5
HP1508501T2D_A23,10
HP1508501T2D_I24,10
HP1508501T2D_J23,10
HP1508501T2D_N13,10
HP1508501T2D_N24,5
HP1508501T2D_O7,10
HP1508501T2D_M11,10
HP1508501T2D_G12,10
HP1508501T2D_M7,10
HP1508501T2D_G19,10
HP1508501T2D_O13,10
HP1508501T2D_M18,10
HP1508501T2D_K6,10
HP1508501T2D_F21,5
HP1508501T2D_H16,10
HP1508501T2D_G17,10
HP1508501T2D_I10,10
HP1508501T2D_E4,10
HP1508501T2D_L2,5
HP1508501T2D_D9,10
HP1508501T2D_G18,10
HP1508501T2D_P2,5
HP1508501T2D_B14,5
HP1508501T2D_D18,5
HP1508501T2D_N21,5
HP1508501T2D_G23,10
HP1508501T2D_I7,10
HP1508501T2D_O11,5
HP1508501T2D_A11,10
HP1509101_B16,5
HP1509101_F18,5
HP1525301T2D_H9,5
HP1525301T2D_J5,10
HP1525301T2D_D10,5
HP1525301T2D_F10,5
HP1525301T2D_J23,5
HP1525301T2D_J16,5
HP1525301T2D_F5,5
HP1525301T2D_E2,10
HP1525301T2D_C14,10
HP1525301T2D_D6,5
HP1525301T2D_O3,5
HP1525301T2D_G17,5
HP1525301T2D_C23,10
HP1525301T2D_L5,5
HP1525301T2D_C7,5
HP1525301T2D_M5,5
HP1525301T2D_N10,10
HP1525301T2D_K8,5
HP1525301T2D_K7,10
HP1525301T2D_K5,5
HP1525301T2D_F3,5
HP1525301T2D_B12,5
HP1526901T2D_N4,10
HP1526901T2D_N7,5
HP1526901T2D_D7,5
HP1526901T2D_K17,5
HP1526901T2D_L15,5
HP1526901T2D_A6,10
HP1526901T2D_I12,5
HP1526901T2D_N5,10
HP1526901T2D_I17,5
HP1526901T2D_M18,10
HP1526901T2D_E16,5
HP1526901T2D_O19,5
HP1526901T2D_C8,10
HP1526901T2D_H2,5
D101_10,3
D101_25,3
D101_66,5
D101_69,0
D101_81,4
D101_84,1
D101_95,4
D102_68,3
D102_78,0
D102_93,4
D10631_29,10
D10631_61,4
D1713_9,4
D1713_21,4
D1713_51,9
D1713_90,4
D172444_4,4
D172444_8,4
D172444_9,4
D172444_10,4
D172444_12,4
D172444_13,4
D172444_14,1
D172444_17,4
D172444_22,1
D172444_25,4
D172444_26,4
D172444_28,4
D172444_29,4
D172444_30,4
D172444_31,4
D172444_32,4
D172444_33,4
D172444_34,1
D172444_35,4
D172444_36,4
D172444_37,4
D172444_38,4
D172444_41,1
D172444_42,4
D172444_43,4
D172444_46,4
D172444_49,4
D172444_52,4
D172444_53,4
D172444_54,4
D172444_56,4
D172444_57,4
D172444_58,4
D172444_60,4
D172444_62,1
D172444_64,4
D172444_66,4
D172444_71,4
D172444_72,4
D172444_73,4
D172444_75,4
D172444_77,4
D172444_78,4
D172444_79,4
D172444_81,4
D172444_83,4
D172444_85,4
D172444_87,4
D172444_88,4
D172444_90,4
D172444_91,1
D172444_92,4
D172444_93,4
D17All1_1,4
D17All1_4,4
D17All1_8,4
D17All1_10,4
D17All1_27,1
D17All1_30,4
D17All1_42,4
D17All1_43,4
D17All1_46,1
D17All1_49,1
D17All1_55,4
D17All1_57,4
D17All1_58,3
D17All1_62,4
D17All1_64,4
D17All1_73,4
D17All1_74,4
D17All1_88,4
D17All1_89,1
D17All1_93,4
D17All2_1,4
D17All2_6,4
D17All2_9,4
D17All2_11,4
D17All2_15,4
D17All2_16,4
D17All2_17,4
D17All2_24,4
D17All2_27,4
D17All2_32,1
D17All2_37,4
D17All2_39,4
D17All2_40,4
D17All2_43,4
D17All2_44,1
D17All2_45,1
D17All2_47,4
D17All2_52,4
D17All2_62,4
D17All2_74,1
D17All2_80,14
D17All2_84,4
D17TGFB_1,4
D17TGFB_2,4
D17TGFB_11,4
D17TGFB_13,4
D17TGFB_15,3
D17TGFB_20,4
D17TGFB_35,4
D17TGFB_40,1
D17TGFB_42,3
D17TGFB_48,1
D17TGFB_52,1
D17TGFB_53,4
D17TGFB_63,4
D17TGFB_65,4
D17TGFB_69,4
D17TGFB_70,3
D17TGFB_73,4
D17TGFB_75,4
D17TGFB_78,4
D17TGFB_82,4
D17TGFB_90,3
D17TGFB_91,4
D17TGFB_94,14
D17TGFB_95,4
D3en2_58,4
D3en4_22,4
D3en4_47,4
D3en4_71,1
D3en4_91,1
D71_3,4
D71_20,1
D71_37,4
D71_40,4
D71_43,4
D71_58,9
D71_76,4
D71_93,4
D72_2,1
D72_8,4
D72_10,4
D72_47,1
D72_54,4
D72_67,4
D72_85,1
D72_88,4
D72_91,4
D72_92,4
D73_1,4
D73_3,4
D73_6,1
D73_10,4
D73_14,4
D73_17,4
D73_31,4
D73_32,4
D73_33,1
D73_36,4
D73_41,4
D73_58,4
D73_59,4
D73_69,4
D73_79,4
D73_81,4
D74_8,4
D74_29,4
D74_32,4
D74_41,4
D74_42,4
D74_52,4
D74_55,4
D74_56,4
D74_57,4
D74_67,4
D74_68,4
D74_70,4
D74_75,4
D74_85,4
D74_87,3
D74_88,4
D74_95,4
D28-1_1,1
D28-1_15,4
D28-1_17,3
D28-1_29,4
D28-1_30,4
D28-1_39,1
D28-1_40,1
D28-1_41,4
D28-1_51,4
D28-1_63,1
D28-1_65,2
D28-1_75,1
D28-1_88,1
D28-2_2,1
D28-2_5,1
D28-2_28,1
D28-2_43,1
D28-2_51,4
D28-2_52,1
D28-2_65,1
D28-2_68,8
D28-2_85,3
D28-2_90,3
D28-3_3,1
D28-3_5,1
D28-3_7,1
D28-3_8,4
D28-3_13,1
D28-3_15,1
D28-3_38,4
D28-3_40,5
D28-3_42,1
D28-3_50,10
D28-3_55,1
D28-3_64,4
D28-3_68,1
D28-3_69,4
D28-3_76,4
D28-3_79,4
D28-3_92,1
D28-4_13,4
D28-4_15,4
D28-4_27,1
D28-4_29,1
D28-4_30,1
D28-4_37,1
D28-4_39,1
D28-4_41,3
D28-4_56,4
D28-4_62,4
D28-4_65,1
D28-4_76,4
D28-4_87,4
D28-5_13,4
D28-5_14,4
D28-5_15,1
D28-5_40,1
D28-5_41,3
D28-5_50,1
D28-5_52,4
D28-5_64,1
D28-5_65,4
D28-5_74,1
D28-5_86,4
D28-5_87,4
D28-6_13,1
D28-6_29,8
D28-6_37,4
D28-6_52,4
D28-6_65,1
D28-6_77,4
D28-6_88,1
D28-7_3,1
D28-7_5,1
D28-7_7,4
D28-7_13,1
D28-7_16,1
D28-7_19,4
D28-7_49,15
D28-7_53,1
D28-7_61,1
D28-7_63,4
D28-7_65,8
D28-7_66,1
D28-7_77,4
D28-8_2,4
D28-8_5,4
D28-8_14,4
D28-8_15,1
D28-8_18,1
D28-8_25,1
D28-8_27,1
D28-8_41,3
D28-8_74,1
D28-8_86,8
D29-1_1,4
D29-1_6,4
D29-1_7,1
D29-1_11,4
D29-1_13,4
D29-1_17,1
D29-1_18,1
D29-1_19,4
D29-1_20,4
D29-1_26,1
D29-1_27,1
D29-1_29,1
D29-1_32,4
D29-1_34,1
D29-1_37,1
D29-1_38,4
D29-1_41,4
D29-1_44,1
D29-1_46,1
D29-1_47,4
D29-1_50,4
D29-1_51,4
D29-1_55,4
D29-1_59,1
D29-1_60,1
D29-1_62,4
D29-1_69,4
D29-1_76,4
D29-1_80,4
D29-1_87,1
D29-1_89,4
D29-2_3,3
D29-2_6,1
D29-2_8,4
D29-2_13,1
D29-2_15,1
D29-2_22,1
D29-2_25,4
D29-2_28,1
D29-2_31,1
D29-2_33,3
D29-2_35,4
D29-2_37,4
D29-2_38,4
D29-2_39,1
D29-2_41,4
D29-2_45,4
D29-2_48,1
D29-2_51,4
D29-2_52,1
D29-2_67,4
D29-2_69,1
D29-2_71,4
D29-2_74,4
D29-2_75,4
